2242443581,-3.7919910999999997,-38.500375
2242443582,-3.7919204,-38.5004853
2242443583,-3.791434399999999,-38.499157000000004
2242443577,-3.7924620999999994,-38.5016569
2242443579,-3.7921802999999996,-38.4995495
1895467960,-3.7806944000000002,-38.5556765
2242435954,-3.7897632999999997,-38.4992007
2279145584,-3.7563221000000007,-38.528077
2279145583,-3.7560312,-38.5286941
1587013772,-3.7940698,-38.5388423
1587013771,-3.7943461,-38.5380328
2274588543,-3.7797146000000006,-38.543099100000006
1897474403,-3.7689156000000006,-38.5467122
2422742258,-3.7604551,-38.5353401
1897474407,-3.7678952999999993,-38.547590899999996
2422742259,-3.7604759000000003,-38.535267999999995
622540776,-3.7577509,-38.5117179
2424455938,-3.7588472000000004,-38.5409421
622540771,-3.7581822000000003,-38.51573570000001
622540768,-3.7582284,-38.5161236
2424455936,-3.7590660999999996,-38.540674100000004
622540774,-3.7578398000000006,-38.5125831
2424455943,-3.759982,-38.54445690000001
2424455940,-3.7602906000000003,-38.5438601
622540773,-3.7578612000000007,-38.5128728
1633766300,-3.7549937,-38.5233243
1633766301,-3.7549937,-38.5236536
1633766302,-3.7550921,-38.524107
1633766303,-3.7551593999999993,-38.52317570000001
1633766319,-3.756023,-38.522301500000005
1633766318,-3.7558228999999996,-38.524593200000005
1633766317,-3.7558426,-38.524376700000005
1633766316,-3.7558118,-38.5229396
1633766315,-3.7557671,-38.5246589
1633766314,-3.755720599999999,-38.522861
1633766313,-3.7557047000000003,-38.5243073
1633766312,-3.7556334,-38.5227882
1633766311,-3.7555577999999996,-38.524539399999995
1633766310,-3.7554299,-38.522968799999994
1633766309,-3.7553847000000005,-38.524196700000005
1633766308,-3.7553203999999996,-38.5236652
1633766306,-3.7552886,-38.524055399999995
1633766305,-3.7552966000000003,-38.523509399999995
2274588544,-3.7799641,-38.5431459
1633766304,-3.7552496000000004,-38.5232398
1633766334,-3.7592652,-38.5191339
1633766335,-3.7593227999999996,-38.51933579999999
1895450216,-3.7847792999999994,-38.55385770000001
1633766332,-3.7586936,-38.5193111
1633766333,-3.7587101000000005,-38.519512999999996
1633766330,-3.7584633999999992,-38.51942229999999
1633766331,-3.7584921000000002,-38.519640700000004
1633766328,-3.7577054,-38.5235734
1633766329,-3.7578589,-38.51993739999999
1633766326,-3.7566727,-38.5237259
1633766327,-3.7567229999999996,-38.523667
1633766324,-3.756425299999999,-38.52425960000001
1633766325,-3.7565968999999995,-38.52401189999999
1633766322,-3.7561603,-38.5227
1633766323,-3.7568558999999992,-38.5212621
1633766320,-3.7560312,-38.5224985
1895450213,-3.7849464,-38.553588299999994
1633766321,-3.7561580999999995,-38.5225931
1633766345,-3.7608400000000004,-38.519766700000005
1897551875,-3.7795727,-38.5439786
1633766344,-3.7608083999999997,-38.5196667
1633766347,-3.7610191,-38.517882
1702963168,-3.7737502,-38.551372400000005
1633766346,-3.760884,-38.5197075
1633766349,-3.761137,-38.517976700000006
1633766348,-3.7610729999999997,-38.5197279
1897551876,-3.7796262999999994,-38.543609100000005
1633766351,-3.7612947999999995,-38.51787310000001
1897551877,-3.7796745,-38.54334360000001
1633766350,-3.7612591,-38.518032
1904466486,-3.7809031000000006,-38.53631079999999
1633766337,-3.7604958999999996,-38.5186767
1633766336,-3.7604613000000002,-38.5187679
1904466484,-3.7808841,-38.53648059999999
1633766339,-3.7605787,-38.5181428
1904466485,-3.7808841,-38.5363921
1633766338,-3.7605585000000006,-38.518568900000005
1904466482,-3.7809806999999998,-38.536705100000006
1633766341,-3.7606561,-38.51873870000001
1633766340,-3.7606027000000006,-38.5193875
1904466480,-3.7809082000000003,-38.5365745
1633766343,-3.7607587000000002,-38.51921829999999
1904466481,-3.7810313,-38.536767600000005
1633766342,-3.7606949999999997,-38.5194744
1904466479,-3.7809486,-38.536656799999996
1633766360,-3.7616188,-38.517983599999994
1904466478,-3.7812563,-38.5368902
1633766361,-3.7615942,-38.5169734
1904466477,-3.7810770000000007,-38.536806999999996
1633766362,-3.7616045999999996,-38.5167964
1904466476,-3.7812001000000004,-38.536871399999995
1633766363,-3.7616254,-38.517580499999994
1904466475,-3.7811332000000006,-38.5368419
1633766364,-3.7616721000000006,-38.517787299999995
1633766365,-3.7617339999999997,-38.5184796
1633766366,-3.762023599999999,-38.516428299999994
1633766367,-3.7621167,-38.516406599999996
1702963189,-3.7746886,-38.551695800000005
1633766352,-3.7613511,-38.5179949
1633766353,-3.7613696000000005,-38.518131100000005
1633766354,-3.7614074000000004,-38.5178226
1633766355,-3.7614876,-38.5180234
1633766356,-3.7615638000000002,-38.51730820000001
1633766357,-3.7615542999999994,-38.515949799999994
1633766358,-3.761563199999999,-38.516125100000004
1633766359,-3.7616079,-38.517081
1633766377,-3.7713583999999996,-38.517345899999995
1633766376,-3.770805,-38.5170027
1633766370,-3.7649034,-38.5181192
1633766369,-3.763041400000001,-38.51749079999999
2283166123,-3.7995626000000002,-38.5402518
1633766368,-3.7625482,-38.516407599999994
1633766375,-3.7707851,-38.51686539999999
1633766374,-3.7659057999999996,-38.5183309
